Iteration,TotalDistance,MaxTime,TotalWasteCollected,SumofNodesVisited,AvgScore,Time
1,14521.809130898968,438.58740631462723,2450,243,0.3445727415784995,0.40703654289245605
2,14946.801786049358,496.2878480619783,2402,232,0.34244526638433104,0.27199840545654297
3,14946.801786049358,496.2878480619783,2402,232,0.34244526638433104,0.2169969081878662
4,14946.801786049358,496.2878480619783,2402,232,0.34244526638433104,0.23198366165161133
5,14946.801786049358,496.2878480619783,2402,232,0.34244526638433104,0.24901056289672852
6,14946.801786049358,496.2878480619783,2402,232,0.34244526638433104,0.31500935554504395
7,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.31998705863952637
8,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.24605631828308105
9,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.22799038887023926
10,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.3239867687225342
11,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.24899935722351074
12,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.25700807571411133
13,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.21701931953430176
14,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.21800804138183594
15,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.20602202415466309
16,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.22497320175170898
17,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.20199871063232422
18,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.19898533821105957
19,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.21604418754577637
20,14905.058115973743,437.08166073109163,2435,230,0.34090480708430737,0.22098708152770996
21,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.3309917449951172
22,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.24400925636291504
23,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.23803973197937012
24,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.20995616912841797
25,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.21201205253601074
26,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.21999335289001465
27,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.20401644706726074
28,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.20901894569396973
29,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.2749972343444824
30,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.22304320335388184
31,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.20400047302246094
32,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.31795811653137207
33,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.2560098171234131
34,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.27298831939697266
35,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.20902132987976074
36,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.2100057601928711
37,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.21901893615722656
38,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.22302603721618652
39,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.21296072006225586
40,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.21904444694519043
41,13875.444639141895,389.2514633810311,2420,232,0.3341455781597916,0.20799946784973145
