Iteration,TotalDistance,MaxTime,TotalWasteCollected,SumofNodesVisited,AvgScore,Time
1,14409.592360671535,439.50942354769535,2408,260,0.4086212543287612,0.24199604988098145
2,14489.857970503159,441.9486647188338,2410,230,0.36801849769829686,0.22099852561950684
3,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.19504690170288086
4,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.2050023078918457
5,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.1980142593383789
6,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.18901944160461426
7,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.23900246620178223
8,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.45703125
9,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.28999781608581543
10,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.1890430450439453
11,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.1929941177368164
12,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.18500542640686035
13,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.18401217460632324
14,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.1849985122680664
15,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.18898344039916992
16,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.1910097599029541
17,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.20098471641540527
18,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.19004559516906738
19,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.1980147361755371
20,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.4779837131500244
21,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.26496148109436035
22,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.19603204727172852
23,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.24095582962036133
24,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.19200444221496582
25,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.20499801635742188
26,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.2210092544555664
27,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.19602465629577637
28,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.1979694366455078
29,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.19502711296081543
30,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.19695591926574707
31,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.41898632049560547
32,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.28699684143066406
33,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.25000834465026855
34,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.20102715492248535
35,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.18399930000305176
36,15017.538378639321,467.85041420163566,2394,234,0.3346063551099886,0.18995213508605957
37,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19603872299194336
38,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.1930227279663086
39,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.1849987506866455
40,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.20701265335083008
41,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18998432159423828
42,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18801331520080566
43,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.40900325775146484
44,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.3209974765777588
45,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.23303937911987305
46,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19699525833129883
47,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.22101998329162598
48,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18402910232543945
49,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.20296168327331543
50,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18503046035766602
51,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19501686096191406
52,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18700289726257324
53,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.1849989891052246
54,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19101715087890625
55,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.4749939441680908
56,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.2560000419616699
57,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.20499587059020996
58,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.20499825477600098
59,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19704461097717285
60,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18801164627075195
61,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19903016090393066
62,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.1850142478942871
63,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18598246574401855
64,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19099974632263184
65,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18103599548339844
66,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.23398160934448242
67,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.47152066230773926
68,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.31600046157836914
69,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19099926948547363
70,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.2050464153289795
71,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18401288986206055
72,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18298101425170898
73,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.1790311336517334
74,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19198369979858398
75,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18098759651184082
76,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.20700812339782715
77,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18999910354614258
78,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18099427223205566
79,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.4690358638763428
80,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.2619659900665283
81,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.20403695106506348
82,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.20896148681640625
83,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18404245376586914
84,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.1849987506866455
85,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.1919717788696289
86,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.21300005912780762
87,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.1870250701904297
88,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.1789863109588623
89,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.16901206970214844
90,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.20202350616455078
91,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.43500208854675293
92,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.35399484634399414
93,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.2149949073791504
94,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.17902040481567383
95,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19595694541931152
96,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18898916244506836
97,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.1880321502685547
98,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18899941444396973
99,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.18902945518493652
100,14457.287763181983,497.4517668449678,2433,220,0.3198821827897694,0.19402194023132324
