Iteration,TotalDistance,MaxTime,TotalWasteCollected,SumofNodesVisited,AvgScore,Time
1,14298.282728041011,478.0941435676461,2412,231,0.35458992873237544,0.21603727340698242
2,14298.282728041011,478.0941435676461,2412,231,0.35458992873237544,0.19600224494934082
3,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.24797296524047852
4,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.21500182151794434
5,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.5180783271789551
6,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.2789583206176758
7,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.21400666236877441
8,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.20603418350219727
9,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.18903422355651855
10,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.18800020217895508
11,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.18495678901672363
12,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.1830430030822754
13,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.19499969482421875
14,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.19499778747558594
15,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.19202804565429688
16,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.21700334548950195
17,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.45803380012512207
18,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.2699620723724365
19,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.18104267120361328
20,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.20501041412353516
21,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.18404173851013184
22,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.18100214004516602
23,13952.301510636924,425.0066609131605,2409,230,0.34465316657192113,0.18903255462646484
24,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.19303464889526367
25,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.18999099731445312
26,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.18499255180358887
27,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.19296717643737793
28,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.1750326156616211
29,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.5499567985534668
30,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.30202722549438477
31,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.18000030517578125
32,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.18104290962219238
33,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.18500947952270508
34,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.19300603866577148
35,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.18900012969970703
36,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.1760258674621582
37,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.18499994277954102
38,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.19294428825378418
39,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.17904281616210938
40,14122.533414159916,510.1649742131328,2416,249,0.3342863238732918,0.19000792503356934
41,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.388002872467041
42,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.3092820644378662
43,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.2559962272644043
44,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.22001075744628906
45,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.1989734172821045
46,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.19995546340942383
47,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.18697643280029297
48,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.18899869918823242
49,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.1879580020904541
50,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.20099759101867676
51,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.20403027534484863
52,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.19301581382751465
53,13230.77893034856,382.6266718731603,2416,229,0.330622120317273,0.5160036087036133
54,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.275052547454834
55,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.23503565788269043
56,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1900317668914795
57,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1909632682800293
58,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18003463745117188
59,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1850433349609375
60,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.20303082466125488
61,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19503355026245117
62,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.2370457649230957
63,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18399906158447266
64,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.16502857208251953
65,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.44699883460998535
66,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.30300211906433105
67,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.2190098762512207
68,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18395447731018066
69,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18599319458007812
70,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19204258918762207
71,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19296765327453613
72,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19001531600952148
73,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19099974632263184
74,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.17698884010314941
75,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19404172897338867
76,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.21499967575073242
77,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.5319857597351074
78,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.2639899253845215
79,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.2040412425994873
80,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1850419044494629
81,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18399858474731445
82,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19803309440612793
83,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18596744537353516
84,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1910381317138672
85,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.17797279357910156
86,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.20198941230773926
87,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19003033638000488
88,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.17803001403808594
89,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.3919637203216553
90,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.33199548721313477
91,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.24998879432678223
92,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1869981288909912
93,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.17504191398620605
94,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19504308700561523
95,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.20801067352294922
96,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18503284454345703
97,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18199849128723145
98,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19695663452148438
99,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19303154945373535
100,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18903207778930664
101,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.3169999122619629
102,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.4089949131011963
103,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.28403639793395996
104,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18196988105773926
105,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1880323886871338
106,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.20099973678588867
107,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1800367832183838
108,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.196946382522583
109,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19102835655212402
110,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19399714469909668
111,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.17704010009765625
112,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18503642082214355
113,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.20296764373779297
114,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.48099684715270996
115,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.2709994316101074
116,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1910102367401123
117,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.2000422477722168
118,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19403457641601562
119,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1860048770904541
120,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18597960472106934
121,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.20702600479125977
122,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18496417999267578
123,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19404101371765137
124,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.23199677467346191
125,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.2729911804199219
126,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.42603349685668945
127,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.27897143363952637
128,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18900203704833984
129,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18298745155334473
130,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18404936790466309
131,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18901801109313965
132,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18904638290405273
133,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18402552604675293
134,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.182999849319458
135,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1970043182373047
136,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18404173851013184
137,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19504070281982422
138,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.4899430274963379
139,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.26105308532714844
140,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19704055786132812
141,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1890103816986084
142,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18700718879699707
143,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19609451293945312
144,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.20205116271972656
145,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18409252166748047
146,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1930379867553711
147,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.18705010414123535
148,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.1880030632019043
149,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.22305011749267578
150,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.4970841407775879
151,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.2711203098297119
152,14068.900508450122,413.6406516544836,2439,228,0.3259871069122285,0.19899487495422363
