Iteration,TotalDistance,MaxTime,TotalWasteCollected,SumofNodesVisited,AvgScore,Time
1,33145.56630241019,807.2057278541271,2418,271,0.4678157218792509,0.22699236869812012
2,28509.494158074325,669.7568910609548,2464,265,0.4042806305438562,0.1959993839263916
3,28509.494158074325,669.7568910609548,2464,265,0.4042806305438562,0.20099759101867676
4,25952.041828795365,597.6554698853266,2463,280,0.3680765648887519,0.2010025978088379
5,25952.041828795365,597.6554698853266,2463,280,0.3680765648887519,0.23901796340942383
6,25952.041828795365,597.6554698853266,2463,280,0.3680765648887519,0.22895193099975586
7,25952.041828795365,597.6554698853266,2463,280,0.3680765648887519,0.19298911094665527
8,25952.041828795365,597.6554698853266,2463,280,0.3680765648887519,0.19600224494934082
9,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.2169630527496338
10,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.3190147876739502
11,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.35903286933898926
12,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.19002962112426758
13,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.19604182243347168
14,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.20004034042358398
15,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.17900538444519043
16,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.18697905540466309
17,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.18903779983520508
18,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.20896267890930176
19,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.22701478004455566
20,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.2279829978942871
21,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.36100006103515625
22,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.259993314743042
23,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.25501179695129395
24,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.20398688316345215
25,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.22104239463806152
26,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.19700002670288086
27,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.18499326705932617
28,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.19399285316467285
29,25753.131358339902,560.9264589082222,2416,290,0.3656977404028887,0.19202065467834473
30,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.19896936416625977
31,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.19898653030395508
32,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.31695985794067383
33,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.5240004062652588
34,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.3269965648651123
35,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.1920020580291748
36,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.21817731857299805
37,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.18317127227783203
38,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.193619966506958
39,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.20908808708190918
40,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.19303417205810547
41,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.19791173934936523
42,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.32491350173950195
43,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.4311518669128418
44,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.2536032199859619
45,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.39139676094055176
46,23994.592197743703,708.4900331363543,2414,250,0.346327969845654,0.30815958976745605
